GEOID,gross_sq_ft,amenity_category,NAME,population_total,white/non_hispanic,gini_index,median_income,poverty_denominator,poverty_count,transit_commuters,state,county,tract,year,%_white_nonhisp,poverty_rate,gross_sq_ft_std,gini_index_std,white/non_hispanic_std,poverty_count_std,transit_commuters_std,population_total_std,index_score
06075010500,151563.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,1.0043175165652924,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,0.1685565443255994
06075010500,4500.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.3754583271686683,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.24537620879458877
06075010500,38000.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.0611543161999835,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.15108500550398332
06075010500,420690.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,3.5293233541763143,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,0.9260582956089061
06075010500,30048.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.13576164441559488,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.17346720396866674
06075010500,6054.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.36087837394343436,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.24100222282701858
06075010500,139467.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,0.8908303130823907,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,0.1345103832807289
06075010500,1646.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.40223515246134367,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.25340925638239137
06075010500,94005.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,0.4642963146746789,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,0.00655018375841538
06075010500,226800.0,Public Services,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,2.1385655518038362,0.06599339542633519,0.17269923458774566,-0.1655433980696833,-1.0986916862969975,-0.5897001411135102,0.38635260897252705
06075010500,117001.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,0.6800495993384363,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,0.07127616915754265
06075010500,20130.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.22881439608089088,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.20138302946825554
06075010500,500.0,Recreational,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.22115249742031956,0.28827055689669195,0.24054066955484849,-0.5044435559827322,-0.7348230335416273,-0.3164391110058669,-0.18575752028991888
06075010500,8000.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.3426205946794027,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.23552488904780908
06075010500,31300.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.12401511839372045,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.1699432461621044
06075010500,27340.0,Infrastructure,"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,2020,0.5309425579181213,0.1386861313868613,-0.1611686671530038,0.04548359359085046,0.30194670810223323,-0.37117938217877583,-0.8808935195704293,-0.17080129426723817,-0.1810893107898894
