"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants"
"620","Dutch Windmill","John F Kennedy Dr & Great Hwy","San Francisco","94117","1263011","Own","49","Recreation And Parks","5,831","-122.50938264899997","37.770453545000066","1",
"621","Dutch Windmill Maintenance Fac 1","John F Kennedy Dr & Great Hwy","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.50914525999997","37.77032728800003","1",
"622","Dutch Windmill Maintenance Fac 2","John F Kennedy Dr & Great Hwy","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.50907217699995","37.77028491400006","1",
"623","Dutch Windmill Pump Station","John F Kennedy Dr & Great Hwy","San Francisco","94117","1263011","Own","49","Recreation And Parks","426","-122.50916897899998","37.77025603300007","1",
"630","Electrical & Iron Shops","100 Martin Luther King Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","4,488","-122.461981977","37.76842861700004","7",
"631","Elk Glen Pump Station","Martin Luther King  Jr Dr & 25th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","3,180","-122.48246276399999","37.76768243200007","4",
"634","Emergency Equipment Storage","100 Martin Luther King Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46156374799995","37.76837306700003","7",
"642","Equestrian Center Stables","Golden Gate Equestrian Center","San Francisco","94122","1263011","Own","49","Recreation And Parks","14,608","-122.49415588699998","37.76937736800005","4",
"643","Equestrian Ctr Shed 1","1451 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","4,824","-122.49443037199995","37.76942094300006","4",
"644","Equestrian Ctr. Shed 2","1451 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","1,200","-122.49429278499997","37.769094592000044","4",
"647","Esprit Park Maintenance Facility","700 Minnesota St","San Francisco","94107","4061002","Own","49","Recreation And Parks",,"-122.39101348699995","37.761104816000056","10",
"649","Eureka Valley Rec Center","100 Collingwood St","San Francisco","94114","2694002","Own","49","Recreation And Parks","16,250","-122.43641240399995","37.76017079300004","8",
"652","Excelsior Clubhouse","579  Madrid St","San Francisco","94112","6088008","Own","49","Recreation And Parks","2,255","-122.43360155999994","37.72024711300003","11",
"675","Fay House","2366 Leavenworth St","San Francisco","94133","0067014A","Own","49","Recreation And Parks","4,536","-122.41787340899998","37.80303625400006","3",
"683","Fillmore/Turk Performance Spaces","1140 Fillmore St","San Francisco","94115","0756016","Own","49","Recreation And Parks",,"-122.43167115899996","37.78021077000005","5",
"758","Franklin Square Maint Facilities","2500 17th St","San Francisco","94110","3963001","Own","49","Recreation And Parks","1,200","-122.40844859199996","37.76535087800005","9",
"760","Fulton Clubhouse","855 27th Ave","San Francisco","94121","1670009","Own","49","Recreation And Parks","1,420","-122.48683658799996","37.773549983000066","1",
"761","Fulton Storage Shed","855 27th Ave","San Francisco","94121","1670009","Own","49","Recreation And Parks","38","-122.48732230799999","37.77354795600007","1",
"762","Funston Senior Center","1800 Chestnut St","San Francisco","94123","0469001","Own","49","Recreation And Parks","621","-122.43317250599995","37.801412783000046","2",
"768","Garfield Square Clubhouse","3100 26th St","San Francisco","94110","6523001","Own","49","Recreation And Parks","2,320","-122.41198604099998","37.74993629200003","9",
"769","Garfield Square Community Pool","3100 26th St","San Francisco","94110","6523001","Own","49","Recreation And Parks","18,840","-122.41244032899999","37.74994650600007","9",
"778","General Manager's Cabin","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85278212499998","37.881445142000075",,
"780","Geneva Carbarn","2301 San Jose Ave","San Francisco","94112","6972036","Own","49","Recreation And Parks",,"-122.44594845499995","37.71977094600004","11",
"788","GGP -- Convenience Station","Middle Dr  Gg Park","San Francisco","94122","1263011","Own","49","Recreation And Parks",,"-122.481128609","37.76930802000004","4",
"3479","GGP Equestrian Center","1451 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.49399566699998","37.76970571100003","4",
"789","GGP -- Gardener's Shack","4050 Lincoln Way","San Francisco","94122","1263011","Own","49","Recreation And Parks",,"-122.50148460099996","37.764610005000065","4",
"796","GGP Golf Club and Restaurant","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","1,450","-122.50657858299996","37.76903766200007","1",
"797","GGP Golf Club Maintenance Bldg","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","432","-122.50657858299996","37.76903766200007","1",
"798","GGP Golf Club Restroom (westend)","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","588","-122.50657858299996","37.76903766200007","1",
"799","GGP Golf Course Clubhouse","970 47th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","5,026","-122.50658690099999","37.76910127700006","1",
"801","GGP Greenhouses","100 Martin Luther King Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46184330999995","37.76870797600003","7",
"802","GGP Maintenance Bldg","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","432","-122.50657858299996","37.76903766200007","1",
"792","GGP -- McQueen Reclamation Plant","Gg Park  Middle Dr Nr Elk Glen","San Francisco","94118","1263011","Own","49","Recreation And Parks",,"-122.48263511199997","37.767537050000044","4",
"2038","GGP -- North Lake Pump Station","21 CHAIN OF LAKES DR","San Francisco","94118","1263011","Own","49","Recreation And Parks",,"-122.50292579899997","37.770865884000045","1",
"803","GGP Nursery","100 Martin Luther King Jr Dr","San Francisco","94122","1263011","Own","49","Recreation And Parks","5,016","-122.46158911899994","37.767527607000034","7",
"793","GGP -- Reservoir and Pump Station","20 Overlook Dr","San Francisco","94122","1263011","Own","49","Recreation And Parks",,"-122.48059726099996","37.77057286500008","1",
"804","Ghirardelli Rustic Structure","201 Conservatory Dr West","San Francisco","94117","1263011","Own","49","Recreation And Parks","1,794","-122.46155807999997","37.77313797700003","1",
"805","Gilman Bathrooms","993 Gilman Ave","San Francisco","94124","4945006","Own","49","Recreation And Parks","270","-122.38833113999999","37.716828649000036","10",
